districtNew,sectionNew,subsectionNew,landNumberNew,districtOld,sectionOld,subsectionOld,landNumberOld
坪林區,保坪,,1329,坪林區,坪林,坪林,5-1
坪林區,保坪,,133,坪林區,坪林,水柳腳,155-7
坪林區,保坪,,1330,坪林區,坪林,坪林,5
坪林區,保坪,,1331,坪林區,坪林,坪林,10-8
坪林區,保坪,,1332,坪林區,坪林,坪林,7-33
坪林區,保坪,,1333,坪林區,坪林,坪林,10-12
坪林區,保坪,,1334,坪林區,坪林,坪林,10-10
坪林區,保坪,,1335,坪林區,坪林,坪林,10-13
坪林區,保坪,,1336,坪林區,坪林,坪林,10-14
坪林區,保坪,,1337,坪林區,坪林,坪林,7-6
坪林區,保坪,,1338,坪林區,坪林,坪林,7-39
坪林區,保坪,,1339,坪林區,坪林,坪林,7-34
坪林區,保坪,,134,坪林區,坪林,水柳腳,155-4
坪林區,保坪,,1340,坪林區,坪林,坪林,7-40
坪林區,保坪,,1341,坪林區,坪林,坪林,7-41
坪林區,保坪,,1342,坪林區,坪林,坪林,7-32
坪林區,保坪,,1343,坪林區,坪林,坪林,6-1
坪林區,保坪,,1344,坪林區,坪林,坪林,6
坪林區,保坪,,1345,坪林區,坪林,坪林,7-12
坪林區,保坪,,1346,坪林區,坪林,坪林,7-1
坪林區,保坪,,1347,坪林區,坪林,坪林,7-7
坪林區,保坪,,1348,坪林區,坪林,坪林,7
坪林區,保坪,,1349,坪林區,坪林,坪林,7-42
坪林區,保坪,,135,坪林區,坪林,水柳腳,155-5
坪林區,保坪,,1350,坪林區,坪林,坪林,7-15
坪林區,保坪,,1351,坪林區,坪林,坪林,7-31
坪林區,保坪,,1352,坪林區,坪林,坪林,7-35
坪林區,保坪,,1353,坪林區,坪林,坪林,7-29
坪林區,保坪,,1354,坪林區,坪林,坪林,7-9
坪林區,保坪,,1355,坪林區,坪林,坪林,7-36
坪林區,保坪,,1356,坪林區,坪林,坪林,7-30
坪林區,保坪,,1357,坪林區,坪林,坪林,7-38
坪林區,保坪,,1358,坪林區,坪林,坪林,7-37
坪林區,保坪,,1359,坪林區,坪林,坪林,7-26
坪林區,保坪,,136,坪林區,坪林,水柳腳,184-10
坪林區,保坪,,1360,坪林區,坪林,坪林,7-27
坪林區,保坪,,1361,坪林區,坪林,坪林,7-28
坪林區,保坪,,1362,坪林區,坪林,坪林,7-8
坪林區,保坪,,1363,坪林區,坪林,坪林,7-11
坪林區,保坪,,1364,坪林區,坪林,坪林,7-10
坪林區,保坪,,1365,坪林區,坪林,坪林,7-25
坪林區,保坪,,1366,坪林區,坪林,坪林,7-20
坪林區,保坪,,1367,坪林區,坪林,坪林,7-19
坪林區,保坪,,1368,坪林區,坪林,坪林,7-2
坪林區,保坪,,1369,坪林區,坪林,坪林,7-21
坪林區,保坪,,137,坪林區,坪林,水柳腳,155-6
坪林區,保坪,,1370,坪林區,坪林,坪林,7-22
坪林區,保坪,,1371,坪林區,坪林,坪林,7-3
坪林區,保坪,,1372,坪林區,坪林,坪林,7-43
坪林區,保坪,,1373,坪林區,坪林,坪林,7-17
坪林區,保坪,,1374,坪林區,坪林,坪林,7-4
坪林區,保坪,,1375,坪林區,坪林,坪林,7-13
坪林區,保坪,,1376,坪林區,坪林,坪林,7-46
坪林區,保坪,,1377,坪林區,坪林,坪林,7-16
坪林區,保坪,,1378,坪林區,坪林,坪林,7-5
